WindSpeed(m/s)
2.88
4.34
4.16
4.89
5.03
4.55
3.52
3.44
3.14
2.41
2.41
2.8
2.5
1.68
2.41
2.54
2.45
4.12
2.32
4.38
2.24
2.88
2.03
4.68
4.76
4.51
4.13
5.28
7.55
7.64
6.56
6.05
5.36
4.68
2.4
2.06
2.54
3.18
1.9
1.89
3.23
4.59
3.44
4.21
7.29
6.56
4.46
5.62
7.38
3.4
2.79
1.94
2.88
2.28
2.11
2.32
2.24
2.28
1.81
2.1
4.16
3.87
2.15
2.19
4.51
3.19
1.81
2.67
5.23
3.22
3.91
3.14
3.7
4.08
4.68
6.27
7.16
7.51
6.44
6.95
4.73
2.75
2.15
3.3
4.25
1.85
1.9
1.46
3.96
2.96
1.64
1.59
3.44
1.94
1.68
1.94
2.67
1.68
1.72
1.42
3.1
2.54
1.26
3.27
3.31
1.85
1.6
1.55
2.92
2.2
2.24
1.51
3.31
1.93
2.02
1.86
2.88
1.56
1.55
1.72
2.53
2.83
2.28
1.94
3.52
4.47
2.11
2.32
4.34
4.85
2.2
1.85
4.59
4.08
2.62
2.58
3.39
5.49
4.34
2.97
5.79
3.74
3.14
3.05
4.89
4.3
3.48
1.46
1.93
3.22
2.67
2.19
1.55
3.23
1.77
1.08
1.94
3.31
1.42
1.39
1.85
2.97
1.38
1.85
2.88
3.05
1.73
2.54
2.41
2.71
1.47
1.89
4.85
10.51
10.24
8.15
4.55
4.55
1.72
1.68
1.38
2.97
1.86
1.81
1.98
4.03
1.9
2.19
2.63
3.69
3.01
2.84
2.45
3.22
2.49
2.84
6.01
6.69
4.3
1.98
1.72
3.65
4.6
1.94
1.85
3.39
2.5
0.95
2.58
3.01
2.93
1.94
3.44
3.65
3.91
2.15
1.34
2.1
2.67
1.76
1.42
3.27
6.05
3.91
3.05
2.97
3.09
3.27
2.53
2.58
3.57
2.03
2.5
5.87
3.95
2.41
2.32
4.42
2.37
1.81
1.77
4.21
2.84
2.41
2.1
4.21
2.41
1.55
1.85
4.59
2.2
1.86
2.66
3.87
1.9
1.16
1.51
4.3
1.99
1.47
2.02
4
2.41
1.64
2.19
1.99
4.13
2.88
1.94
1.64
2.75
3.73
3.05
2.92
3.31
2.1
1.6
3.01
3.43
3.57
2.07
3.22
3.95
4.38
5.07
5.66
6.43
1.68
1.55
3.22
4.08
1.04
1.55
2.29
2.45
1.81
1.72
2.46
3.19
2.62
3.66
4.59
4.21
7.55
6.91
6.44
5.49
3.69
1.47
2.11
4.9
4.9
3.01
2.19
5.11
2.92
3.13
5.15
5.37
3.14
5.03
6.56
4.25
3.18
3.35
4.81
4.59
3.57
1.56
1.46
4.47
2.54
1.25
1.47
4.25
2.28
2.02
1.55
3.61
2.2
1.08
1.26
3.43
2.08
1.16
1.56
2.97
2.75
1.99
2.19
4.25
2.75
0.91
1.34
3.86
2.66
1.17
1.29
3.69
3.1
3.57
1.9
4.6
5.75
5.24
3.57
3.61
4.12
4.72
3.95
5.23
6.82
3.14
1.46
2.07
4
1.38
1.42
2.32
4.08
1.97
1.38
2.41
3.99
1.29
1.81
2.32
4.21
2.02
1.3
2.06
2.41
1.68
2.28
3.21
7
2.2
2.83
5.24
4.81
2.5
5.54
6.82
6.23
5.87
4.72
6.61
3.27
3.14
3.39
5.37
5.03
1.51
2.79
4.55
5.24
2.02
4.12
6.52
3.96
1.43
3.4
5.41
3.66
1.73
2.83
4.42
3.4
1.21
3.74
4.17
2.92
1.21
2.92
3.91
4.38
1.38
1.17
3.05
4.47
3.78
3.18
3.7
3.39
1.85
1.29
4.25
3.01
0.74
1.43
3.61
2.88
3.7
2.84
3.78
4.55
1.94
3.1
5.02
5.24
1.85
3.49
5.06
6.26
1.98
2.2
3.65
3.99
0.96
2.84
3.95
3.39
6.05
4.76
7.6
5.16
3.57
5.28
5.11
4.98
2.42
1.85
3.18
3.57
2.03
5.03
4.77
4.59
1.59
3.13
5.45
5.92
1.72
2.76
4.47
4.94
1.16
3.82
6.65
5.32
1.81
2.49
3.27
5.58
1.38
1.59
3.69
3.57
1.08
1.25
2.41
3.4
1.25
1.04
3.05
3.52
1.16
1.26
3.05
3.61
1.38
1.38
3.01
4
1.85
1.12
2.66
3.22
1.64
0.83
3.61
3.78
1.04
1.12
3.22
4.6
1.2
0.91
4.25
3.65
1.77
1.51
3.14
4.59
2.07
1.08
3.74
4.04
1.3
3.95
6.14
4.98
1.89
4.93
4.38
5.66
1.38
2.19
3.66
4.9
1.04
1.56
3.05
3.86
1.68
1.43
3.05
3.26
1.42
1.69
3.06
3.39
1.59
1.08
3.1
3.65
1.38
1.25
3.09
3.91
1.43
0.95
3.31
4.08
1.43
2.03
3.18
4.68
1.46
1.86
3.05
3.26
1.12
4.12
4.68
3.61
2.79
3.43
3.43
3.14
3.05
3.14
3.31
3.57
1.43
2.07
4.6
5.75
1.72
3.1
4.59
5.19
1.24
2.15
3.48
6.36
1.98
1.6
4.3
4.47
1.25
1.72
3.4
3.61
1.38
1.22
3.44
3.83
0.95
0.91
3.86
3.57
2.32
5.19
4.47
2.75
2.67
3.22
3.78
4.04
0.99
1.25
4.12
3.82
1.55
3.52
5.45
5.92
2.16
2.97
4.34
4.34
1.43
1.94
3.53
2.84
1.55
1.04
3.52
3.26
1.59
1.12
3.78
3.22
1.85
1.25
3.44
3.66
1.68
1.26
3.65
3.4
1.03
1.51
3.14
3.26
1.76
1.04
3.05
3.09
0.99
1.59
3.35
3.18
1.77
1.64
3.1
3.99
1.77
1.42
3.14
3.91
1.89
1.9
3.4
3.9
1.34
2.02
3.39
4.12
1.25
1.43
3.31
3.56
1.21
4.04
5.41
5.23
1.77
2.29
4.04
5.92
5.67
3.82
3.91
5.45
5.23
3.52
2.88
2.58
1.64
2.33
3.57
4.17
2.54
2.54
3.74
3.78
2.59
2.62
4.08
2.4
1.77
3.14
4.34
3.61
1.68
3.31
4.25
2.5
1.51
1.63
3.52
2.24
0.99
1.26
3.61
3.78
2.5
2.11
3.22
2.96
1.85
1.42
3.23
2.75
1.51
2.24
3.66
2.84
1.55
1.77
3.48
3.05
2.83
2.41
4.25
4.46
1.98
4.47
5.83
4.77
2.45
1.9
3.27
3.87
1.94
1.68
2.32
3.44
1.64
1.34
2.75
3.57
4.85
3.48
2.41
2.97
3.01
3.78
2.88
4.68
2.84
6.05
6.91
10.17
8.88
8.02
7.08
3.78
3.49
4.5
3.87
4.29
3.56
2.5
3
3.31
2.08
2.71
2.59
3.99
2.41
2.8
5.41
5.24
2.75
3.18
3.39
5.1
2.45
3.48
5.71
4.84
2.16
1.81
2.24
4.17
1.81
1.85
1.6
3.57
1.25
1.85
1.52
3.77
1.21
1.39
1.72
3.01
1.29
1.77
1.85
3.14
2.06
1.81
1.9
3.06
1.77
1.86
1.77
3.43
2.58
2.11
1.81
3.18
3.09
2.75
3.01
3.61
2.79
1.68
2.28
3.18
2.03
1.72
1.81
2.97
1.85
1.42
1.94
3.74
2.37
2.07
2.02
4
3.31
3.05
2.92
4.68
3.18
3.19
6.14
4.81
2.7
2.02
2.88
3.39
2.67
2.28
1.89
3.18
2.59
2.15
3.87
4.12
2.45
3.91
2.79
3.14
2.75
2.32
2.5
2.88
2.71
2.32
2.71
2.83
3.05
2.46
2.84
3.01
2.62
2.32
1.47
3.22
1.9
3.36
4.64
3.78
2.33
3.57
5.11
5.54
5.02
5.45
4.08
4.12
2.41
2.19
2.19
2.36
1.68
2.19
2.58
2.71
1.55
1.86
2.06
2.84
2.19
2.11
1.55
3.48
2.97
7.81
8.92
6.62
3.61
4.16
8.19
10.38
8.88
7.81
6.65
4.64
2.03
2.66
3.01
2.71
2.07
2.37
3.17
2.71
2.75
1.97
1.98
2.37
2.89
2.15
1.89
2.28
2.06
2.28
2.63
2.41
3.14
2.32
1.64
2.19
2.02
1.77
1.72
1.77
1.94
4.6
6.87
5.79
3.18
3.61
2.75
2.8
2.11
2.84
2.62
2.24
1.65
2.19
2.45
2.07
1.73
2.37
2.41
2.45
1.17
2.41
3.09
2.88
3.01
6.69
9.39
12.09
10.68
9.48
5.03
3.7
1.43
2.96
3.05
2.79
2.02
2.5
2.93
3.05
1.72
1.9
2.58
2.4
1.34
2.15
2.57
2.1
1.25
2.11
2.32
2.83
1.94
2.28
2.96
2.93
2.03
2.11
2.87
2.45
1.9
2.62
2.5
2.5
1.68
2.19
2.53
2.37
1.98
2.36
2.5
2.24
1.76
2.11
1.76
2.37
3.61
2.37
2.11
2.45
2.62
6.14
3.22
4.04
5.45
4.47
3.18
5.49
7.12
8.02
9.6
10.12
4.76
3.31
2.5
1.8
1.55
2.41
2.24
2.15
1.55
2.24
2.29
2.54
2.71
5.19
3.18
3.01
1.34
2.33
2.71
3.87
5.32
5.07
6.99
6.73
4.59
4.08
4.25
2.63
1.99
2.29
2.32
2.02
1.94
1.72
1.69
1.94
1.94
2.75
1.34
2.06
2.83
2.58
2.15
3.95
7.29
10.12
11.97
13.55
12.05
8.71
7.42
4.72
1.25
3.26
3.82
5.45
6.48
4.94
5.24
4.43
2.02
3.32
5.15
5.96
1.85
3.31
3.01
4.21
4.59
5.06
4.42
4.38
2.2
3.39
5.03
6.52
4.94
2.54
5.41
4.3
3.35
3.35
2.62
3.1
3.65
3.65
3.1
3.26
3.01
3.4
4.21
4.72
3.39
2.71
3.78
3.61
4.68
6.39
5.2
5.84
7.26
5.33
4.69
3.1
2.88
2.62
7.07
5.88
7.21
2.97
5.97
5.19
5.41
4.98
4.25
4.51
1.94
2.66
